Device,Title,ReviewText,SubmissionText,UserNickname
Galaxy-s7,Awesome! I love this phone.,"I love this phone. My last phone was a Galaxy S3. When it was time to get a new phone, I knew I wanted another Galaxy. The Galaxy 7 has a nice big screen but is not clumsy. The transfer of info from my previous phone was great. All my apps, contacts & messages were moved with ease. And the camera has many more features. Super clear pictures.",2016-06-11T00:48:0,MichelleC40
Galaxy-s7,Glad I got this phone,I have had my phone a little over a week... It was a great choice,2016-06-11T00:15:1,2010mimi
Galaxy-s7,Exceeded expectations!,"Absolutely no complaints. I love the phone, and would recommend to anyone.",2016-06-10T22:33:1,Pkup83
Galaxy-s7,Beautiful phone,I had a recent HTC. I was dissapointed from the start but wanted to pay down before going back to an android. I'm still learning the bells and whistles but overall very please. Got my google music back!!!,2016-06-10T22:22:5,music2015
Galaxy-s7,Phone,Baught this a couple of days ago love it,2016-06-10T22:15:1,Tater16
Galaxy-s7,Love how easy it is to get aquantited with plus clear pictures and screen,We bought these phones less than a month ago and we are content with them,2016-06-10T21:51:0,Janieclaudio
Galaxy-s7,Great features,Easy to use. Great features. No pictures to add.,2016-06-10T20:24:1,Grubs
Galaxy-s7,Nice phone,Upgraded from HTC M8 to Samsung S7...like it a lot. The only thing I miss is the stereo speakers. Battery life is not the best....otherwise nice phone,2016-06-10T20:11:1,Bob J
Galaxy-s7,Nice,Just got it and love it,2016-06-10T20:03:3,Burr0613
Galaxy-s7,I love this phone!,Got it two weeks ago and it's the best device I've bought yet,2016-06-10T19:38:3,Bbaxpa
Galaxy-s7,Not hard to get used to.,The phone has easy to use features.,2016-06-10T19:34:4,flattyflat
Galaxy-s7,The Best Phone Ever Made,"I have always been a fan of android, however, I had been using an iPhone for work and am so glad to be back with an Android phone. I had shyed away from Samsung in recent years, but decided to give the GS7 a try because of how highly rated it was. And It is very clear why it has such a good reputation. This is hand down the best phone ever made to date.",2016-06-10T19:29:3,kellers2390
Galaxy-s7,New phone and loving it!,"I am loving this phone. It's easy to use, and the picture and sound quality is great. Being it's been 3 years since I last upgraded my phone, there are some great new features.",2016-06-10T19:27:0,AZ2CAdeKok
Galaxy-s7,Great features,I just bought it about 2 weeks ago and I love it,2016-06-10T19:17:0,Gma3
Galaxy-s7,Samsung Galaxy s7,Loved the Samsung Galaxy s5 so upgraded to the galaxy s7. I love it!!!,2016-06-10T19:12:5,jcarrington
Galaxy-s7,Great phone,The Samsung Galaxy 7 is so easy to use.  My son and I both got one and we are both happy.,2016-06-10T19:04:5,Sassyshoes
Galaxy-s7,Improved in everyway,"Only had the phone 2 weeks, but what I have noticed the most is power consumption is half what the Galaxy S5 was.  Although I have not placed as many apps on the phone's main screens.  Someone shared with me, those apps use the phone's RAM and draw on power because they are always loaded.  So far, the phone is good to go.  Just make sure you have all your info backed up and your SD card unmounted before you take it out.  My customer service rep who sold me the phone didn't do that and well...pretty much lost everything on the SD card.  Not the best.",2016-06-10T16:34:1,Coo1mcd
Galaxy-s7,So Glad I Upgraded,Just got the Samsung Galaxy 7S.  Love the fast charge features! It is easy to use once you learn the new android features.,2016-06-10T13:46:4,efd4
Galaxy-s7,Love it,I love Galaxy phones. Now I have the 7. I like that it has a memory card. Love the wireless charge.,2016-06-10T11:15:4,Inwad
Galaxy-s7,Love the size (slightly larger) and quality. Love the fact it stays charged ALL Day long.,"I bought this phone a month ago.  Was an apple iphone user , but really glad I switched to Samsung galaxyS7. Had to learn new set-up but overall great phone, great pictures great quality",2016-06-10T01:45:2,Clitterchick7
Galaxy-s7,Transition,Easy transition from my S5. The camera is much clearer.,2016-06-10T00:32:4,Tianna
Galaxy-s7,Water resistant,"Great phone,water resistant",2016-06-09T23:59:0,Jkmonster
Galaxy-s7,Great phone,I've had it just over a week now and I love it..,2016-06-09T23:50:5,Mamaoftwo45
Galaxy-s7,Glad I made the switch,"I went from IPhone to Galaxy S7 because my wife had one and the reviews. I'm happy with the phone, but of course it is different. Glad that I have a good teacher. I'm learning a lot very quickly!",2016-06-09T22:23:2,jaxson44
Galaxy-s7,Great phone,Great phone\r\nI like samsung,2016-06-09T22:11:1,Cybear
Galaxy-s7,Battery lasts longer than on my Samsung Galaxy 5. A wonderful improvement.,Upgraded early and so glad I did.,2016-06-09T22:10:4,Gregory66
Galaxy-s7,Easy swutch,Picture is so clear!,2016-06-09T21:59:2,Otis2000
Galaxy-s7,Looks good and feels good,Glad I did the upgrade,2016-06-09T21:17:3,bamrs2016
Galaxy-s7,Thanks to the Mini Droid and the wonderful help I received it was an easy transtion.,Have only had it for little over a week and  couldn't be happier.,2016-06-09T20:53:1,Diane1956
Galaxy-s7,"Easy to use, has amazing features, and I all around love it.","This phone is amazing. I had the galaxy s4 before getting the galaxy s7 and I am so happy I finally upgraded. My battery life lasts all day, it's easy to use, and it looks amazing. Very happy with it.",2016-06-09T19:54:0,Halesbales1
Galaxy-s7,Love the camera and video quality.,Have had it for almost 2 weeks and love it.,2016-06-09T19:36:0,HighwayH
Galaxy-s7,Was glad that my pictures and contacts transferred over.,I bought this June 1st and so far I am enjoying it.  It probably has way more features than I need but I am having fun with it.,2016-06-09T19:06:4,prescott45
Galaxy-s7,Much Faster,"Switched from the Galaxy S5 to the Galaxy S7 several weeks ago.  Phone is much faster, picture quality/speed/options are much better.  I was amazed at the quality of low light pictures.  Phone can handle multiple apps at once without slowing down or crashing.  Battery last all day even with heavy usage.  Highly recommend.",2016-06-09T19:06:1,tfost53
Galaxy-s7,Great phone!,"This phone is a huge step up from my LG G2! Wow, I just love it. It is hard to get use to pushing a button instead of double tapping the screen. Lol",2016-06-09T19:04:3,Lar223
Galaxy-s7,I love the features and how easy it was to transfer data from old phone to S7.,I just received phone last Friday and instructions was easy to understand! Pictures are very clear.,2016-06-09T18:48:1,Sharlene A
Galaxy-s7,No issues and very easy to use.,Good screen quality and ease of use. I would definitely recommend to anyone mop,2016-06-09T18:31:3,Skids
Galaxy-s7,Love Samsung... options are fairly easy to use,The combination of Verizon & Samsung are the best of both worlds! Coverage & speed!,2016-06-09T16:59:1,Chief Verizon
Galaxy-s7,Great Phone,Phone is easy to use and has great features.,2016-06-09T11:59:2,sbreeze
Galaxy-s7,new phone,only had it a week like it so far,2016-06-09T08:14:5,W and LB
Galaxy-s7,Water resistant,"After galaxy5 wich was water resistant, i had 2 other phones both android ,but when the galxy7 came out that water resistance convinced me to go back to a galaxy phone lol.",2016-06-09T05:45:0,Scstazz
Galaxy-s7,Lots of fun,Fantastic phone! Just what I wanted,2016-06-09T03:27:2,Brandon K
Galaxy-s7,great phone,just got it and alot to learn,2016-06-09T02:41:4,haredresser
Galaxy-s7,Easy to use,I got my family 3 of these phones and we all love them.  The wireless charging is the bomb!,2016-06-09T02:12:5,Big Johnson 5362
Galaxy-s7,"Great Phone, Great features, Love this Phone","Great Phone, Great features, Love this Phone!",2016-06-09T01:47:5,SmileTeam
Galaxy-s7,Great features.,Love that it's waterproof. Easy to use,2016-06-09T01:22:5,Nana0817
Galaxy-s7,Easy to use,Glad I got the S7 4 me and my husband,2016-06-09T00:43:4,andjoe
Galaxy-s7,Best phone I ever had,Can't put down my phone that how good it is,2016-06-09T00:08:2,Big soupy
Galaxy-s7,I've loved everything about  this phone!!!,"I've has mine two weeks ,and have enough of my friends going to get one..",2016-06-08T23:28:1,Oct vals
Galaxy-s7,Great phone. Strangely better than the note 5 without the massive screen.,"So far  so good. Love the new is, features and more vivid screen. Still needs to go back to a normal battery compartment. Anything that copies IPhone should be summarily dismissed.",2016-06-08T23:15:0,DeMarco0605
Galaxy-s7,great transition,a week old and couldn't be happier,2016-06-08T23:13:1,beatta
Galaxy-s7,"Nice phone, Sammy has done it again!","Great sound output of the ear piece, being hearing impaired this counts for a lot. OS works smoothly, the best so far in my book coming from a S3 and S5. Marshmallow Android fits this phone to a tee. Data 4G is fast where I live, link up on my Wi-Fi is fast and easy, same great speed. Verizon should do well with this phone. Much better than Apple stuff.",2016-06-08T21:05:4,Howie104910
Galaxy-s7,Great phone,Very satisfied......................,2016-06-08T20:51:3,Bexx66
Galaxy-s7,Love the features!,I bought this 2 weeks ago and I'm loving it! I'm still learning the new features but I use left apps because the phone itself has so much! The camera is amazing!,2016-06-08T20:07:3,AaliyahReNay
Galaxy-s7,Learning how to......,I am still trying to learn about this S7 phone.  Still trying to navigate around it.  Not sure what I really need to activate and what I can leave alone.,2016-06-08T19:38:2,Poppie3
Galaxy-s7,Learning but is similar to my S5.,No Comment yet. Still learning device.,2016-06-08T19:09:2,DocTRKing
Galaxy-s7,Samsung & Verizon are the benchmark in quality service!,Nice upgrade from my S5,2016-06-08T18:59:3,Badmammajamma
Galaxy-s7,I love the camera and it is easy to use.,I bought this two weeks ago and it is perfect.,2016-06-08T18:54:0,tall2013
Galaxy-s7,Great phone,I just bought it a few weeks ago.I like it very much!,2016-06-08T18:48:1,Kroberts33
Galaxy-s7,Samsung 7,So happy with is phone bought 2 weeks ago,2016-06-08T18:47:0,Amy Decker
Galaxy-s7,A sleek design that finally compares,Extremely happy they went back to the water resistant feature. My old s5 was great but the new s7 aluminum frame really adds the missing edge that Apple had over Samsung for a while.,2016-06-08T18:46:0,johnnyb27
Galaxy-s7,Great Features.  Similar to Previous phone.,Easy to switch from previous phone,2016-06-08T18:43:4,Diana47715
Galaxy-s7,Smooth,Everything works smoothly. Takes great pictures.  The screen picture is claret also.,2016-06-08T12:54:2,Lm64
Galaxy-s7,"Waterproof, water tight lifeproof!",I need something to make my life simpler. What better way to start than to buy a water proof phone.,2016-06-08T10:40:2,Sshenson
Galaxy-s7,Yes love the features about the phone it definitely is a great phone and the battery last longer than my last Galaxy S5,I bought this phone 2 weeks ago and so far so good everything seems to be working just fine on it,2016-06-08T04:57:4,Mickmaster
Galaxy-s7,"yes, changing phones was casually pretty easy to leaen",I transfered my service to Verizon 2 weeks ago and I am very satisfied with my new phone,2016-06-08T03:05:5,kaykay0916
Galaxy-s7,"Fast, versatile, well-designed","I upgraded from a Galaxy S3 to the S7.  I chose to stay with a Galaxy because it is highly customizable.  Android Marshmallow is a stable OS, and all my apps were upward compatible.  This is the best smart phone I've ever had.",2016-06-08T03:04:3,Whitworth
Galaxy-s7,Easy to use.  Great features,"I've had this phone about 2 weeks.  I previously had the LG G2 and this phone is a 180 flip from that.  The features, ease of use, setup,etc is amazing",2016-06-08T02:17:3,Wilson2016
Galaxy-s7,Galaxy 7,Love my new phone and how fast it is,2016-06-08T01:07:0,Tbrown1775
Galaxy-s7,Excellent upgrade!,"I've been holding out on upgrading my Galaxy Note 3, trying to decide whether to move to an iPhone or stick with Samsung. After reading countless reviews, I decided to stick with Samsung and went with the Galaxy S7 and I'm SO glad I did! Since I was already familiar with the phone, there was no learning curve. Yet the new features are incredible, especially the camera. The reviews were not wrong. The S7 is a fantastic phone.",2016-06-08T00:56:3,LMB22
Galaxy-s7,transition is pretty smooth,My S7 is great. It is fast and the display is bright. Transition from my old android was pretty smooth but I need to educate my brain to the differences.,2016-06-07T23:44:1,Corky15
Galaxy-s7,Love this phone!!,It is seamless to use!,2016-06-07T23:42:4,Shineon992
Galaxy-s7,Love my Samsung Galaxy S7,Loved my S5 but love the S7. Screen is very clear and pics are awesome,2016-06-07T22:52:0,taz53
Galaxy-s7,new phone,the S7 is a wonderful product user friendly and not complicated.,2016-06-07T21:58:4,Hoss1967
Galaxy-s7,Galaxy,I love my Samsung Galaxy S7.,2016-06-07T21:55:2,Whiskey208
Galaxy-s7,Great clarity and charges fast,Great phone. I love it,2016-06-07T21:43:3,Mravagni
Galaxy-s7,Enjoying learning this new phone,"Got this last week and am still on a learning curve, but everything I've done so far is great.  The camera is exceptional.",2016-06-07T20:51:2,THEfroggy
